date,content,fireworks_deepseek-chat_labels
5/10/20 1:52,Worst thing in the whole wide world.. My mom bought red lobster for my grandma for mother's day and it never showed up!!!!!!!!!! We don't live near her so that is all we can do. She lives by her self and is sad and miss everyone. And all they did was give us our money back they didn't even try. My grandma was expecting food and now she has to try some else. What is wrong with you people uodeg they didn't even try to keep us as customer.,Delivery Issue
1/9/22 2:09,Charged me twice for the same order and not deliver the food,App Bugs / Payment Issue
1/9/22 18:00,Total ripoff I added the tip in the beginning checkout then they asking again to add another tip.,Price / Cost Complaint
11/17/20 17:13,"Poor customer service, stolen food and drivers not looking at the note or not following the no contact delivery. Will not recommend",Customer Support Experience
3/28/22 21:32,"While I was ordering delivery, they advertised for me to pay 9.99 a month for a $10 free meal as I was checking out only to find out after I paid that it's pick up only. This is very misleading... What's the point of you holding my $10 that I paid? Now I have to use them this month or it expires. I don't even use Pick Up. Also canceled orders...",App Bugs / Payment Issue
6/30/21 22:41,Doesn't show u the place u want to order from. Don't recommend.,App Bugs / Payment Issue
1/15/22 20:48,Offers coupon then says not valid. K,Price / Cost Complaint
1/25/21 11:10,I didnt recieve food cause the app has no options near my work where i want to eat food at. Melrose park gave me one option of pizza place in skokie thats over hour away why the hell offering me food from place that far by time gets here il be ready go home,App Bugs / Payment Issue
3/27/21 18:36,They wanted to deliver food that had been sitting for 1.5 hours. Best just to pick it up yourself.,Delivery Issue
12/2/20 19:47,"Order from Dunkin Donuts, ordered 2 sandwiches and only received 1 which was burnt! Ordered a dozen donuts, didn't get the right donuts! Donuts I will not eat! The donuts are not fresh in anyway they are hard! Tried calling the business and goes straight to a full voicemail that is no longer accepting messages!",Order Accuracy
8/31/20 5:29,Done with GrubHub. One bad experience after the next. Tonight my food sat ready for an hour at the restaurant while my driver claimed to have picked it up. Then he had no explanation as to why he didn't have it once it was 45 minutes late. I had to get it myself. App deleted.,Delivery Issue
8/6/21 2:12,drivers don't speak english or follow instructions .,Delivery Issue
6/30/23 0:33,"Never accepts my payments no matter what I do. Tried three credit cards. Entered the card through the app, tried paypal, and google pay. Both on the app and the website it never accepts my payment. If you want customers you need to let them pay you. Absolute garbage.",App Bugs / Payment Issue
1/9/22 23:54,Half the time your order will be cancelled. Dont bother with this app.,App Bugs / Payment Issue
5/25/22 19:50,"Every time. Every single time I reluctantly use this garbage serve, their people find a way to screw it up. Every. Single. Time. I dont know why I keep giving you guys more chances. They're always late, missing items, they can't find my place, or they'll just deliver it to the wrong address and not return my calls. It's a waste of money and a waste of time. I'm done. Deleted.",Delivery Issue
3/28/21 1:16,It's Saturday night at 8pm...why is every restaurant saying closed? Don't make no sense since most places starting to open back up.,App Bugs / Payment Issue
10/25/20 23:20,So I pay 9.99 per month for free delivery yet you charge a service fee at a percentage rate for each order .,Price / Cost Complaint
9/17/21 0:13,"The app sent me an advertisement for free delivery for the rest of the year, no credit card required. Go to order, shows $0 in green, at the end shows $1.99 delivery fee ""must order $12+ for free delivery"". Should that not be on the main order page? False advertisement, bait/switch.",App Bugs / Payment Issue
9/30/21 19:27,"Multiple late orders, missing items and all grubhub could do is give me $5 perks. Canceled my account and deleted the app. Door dash is much more attentive and offer better resolution to any issues.",Order Accuracy
6/15/21 0:27,Every time they so called update the app it gets slower and slower. Also they've just started this fraud of putting restaurants on top of each other to make it seem like they have more options. Not a fan and won't be taking risks of anything new. Might be time to move on to door dash or something.,App Bugs / Payment Issue
12/21/21 7:18,"Always missing am item, and have had 2 drivers just drop the bags on the ground in front of the door",Order Accuracy
6/6/21 19:01,"Horrible. Bad service. Bad driver. Never again. Use door dash, wrong order",Delivery Issue
12/5/20 2:51,"Horrible experiences with this app. I rarely rate 1 stars.... So this tells you something. Avoid this app for your own safety uo""",Others
10/3/20 23:25,Free delivery from Grubhub+ is not applying.,App Bugs / Payment Issue
8/13/23 0:40,Useless. Can't get food from anywhere!!!!,Others
1/24/21 6:39,The new commercial....just....no. and I got chicken soup which I did not ask,Order Accuracy
7/3/21 18:07,Frauds below min wage. Your free delevery means no pay for the driver. They do not care about the restaurant that they have practcly forced to make the food. They do not schedule this food in a way that benefits the dinner or the consumer. Something to think about when you see them say they care about the community.,Price / Cost Complaint
10/30/21 16:29,I was asked to add $$$ to my order to submit! Either pay your drivers more or reduce the excess fees!!!,Price / Cost Complaint
1/26/24 9:42,it's BS how you guys charge more for every product and make money off stores without their consent.,Price / Cost Complaint
10/28/20 1:10,They said they sent me a discount code and never did and the first time I ordered my food was disgusting and cold and was not what I ordered my drink was completely melted and watered down,Order Accuracy
8/10/20 22:12,There a joke tell you a promo code is working then at check out promo code comes out,App Bugs / Payment Issue
2/16/21 2:54,This app is so disappointing I ordered 3 time and all 3 time my ordered was canceled in totals the time I wait for of 3 was about 6 hours you can't even find out if there are drivers so if you order your delivery can be canceled and you would have waiting and 1hour or more for nothing fix you app Grubhub dispointment,Delivery Issue
