date,content,score,userName,app,platform,Label 1 (Kenneth),Label 2 (Ben),Label 3 (Sahil)
12/9/20 20:30,"Buggy app, cannot see cart and place order after adding dishes",1,Tony Pan,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
7/23/20 22:26,Food sat in a driver's car as he sat still abs didn't move according to their tracker. I called grubhub and told them and got told it would be there in 6 mins which it wasn't. I called back to try to cancel got told I couldn't. Food showed up finally cold and soggy. I have since uninstalled grubhub. Even when I talked to your supervisor she wouldn't do anything. Your company is a joke.,1,Gina Boo,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
3/10/23 15:31,Absolutely horrible ordered food from the app and never received the entire order let alone a refund for the missing item that I paid for. This app is a ripoff and run by thieves. Definitely will never recommend this to anyone I know ever.,1,Michael Burton,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
5/17/20 19:53,"IN THE LAST THREE TIMES I WENT MTO USE GRUBHUB THEY HAD GOT MY ORDERS WRONG 1ST. TIME THEY CANCELLED MY ORDER ON 5-13-20. 2ND. TIME THEY HAD GOTTEN MY ORDER WRONG. NOT EVEN CLOSE TO WHAT I ORDERED.THIS WAS ON 5-14-20. THEN ON 5-16-20 THEY SENT MY ORDER TO SOMEONE ELSE ADDRESS THEN TRIED TO TELL ME THAT WAS THE ADDRESS I HAD GIVEN THEM ""NOT TRUE!"" YES THEY DID REFUND MY MONEY. BUT THE HASSLE AND WAIT I HAD TO GO THRU JUST DOES NOT MAKE THIS SERVICE USEFULL. FOUND OTHER DELIVERY SERVICES TO USE.",1,William Anding,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
9/21/20 14:31,F u. How are u gonna charge 6 bucks delivery fee on a 30 to 40min time when doordash charged 99 cent delivery fee and was here in 14mins and it was the same wendys same order. U have got to be dumb to waste ur money on gayhub. I mean grubhub. Doordash is the way to go. Yo greedy developer of grubhub ima knocked a tooth out. Didnt say whos but im sure ur smart enough to know who unlike the stupid ppl who use ur app. Y do u charge 6 bucks when dash is under a buck far same order. Stay out of fl.,1,Gerald Rodriguez,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
4/11/21 18:52,You can't rate your drivers or experience so there's very little accountability. Also the tip should be added after the delivery so that the driver has incentive to do their job well and timely.,1,Brandon Boehme,Grubhub,Google Play,Others,Others,Others
5/10/21 22:02,"Everytime I use application, there is a bug in a functionality. I would use other application for sure if it's accepted so widlly",1,Andriy Birkovskyy,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
5/20/22 6:49,"There is videos of me yolanda smith that someone from this device recorded without my permission an put in utube, wrong order",1,Stanley Pope,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
11/14/22 22:42,"Absolutely unacceptable that they won't allow you to cancel an order after it gets delayed. It is inexcusable! I should be allowed to cancel an order for any reason as long as it has not started being prepared! I will be going back to DoorDash after this terrible experience! Also was given a promo code for $15 and was not aware it expired, so I didn't get to use it!",1,Jen,Grubhub,Google Play,Others,Payment / App Bugs,Payment / App Bugs
9/16/21 23:42,"Change the default from contact free delivery! I don't want my food on the ground! Your employer didn't get the food off the ground, so hand me my food!",1,OGBobbyLocDogg,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
12/4/22 0:36,your app have a problem with Google Play and it lowers up slow,1,Dujuan Love,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
6/17/21 18:57,Order was canceled with no explanation.,1,Sarah Satterfield,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/6/21 22:34,So the store was closed and this has happened more than ones they took $69 of my money and said i have suspicious refunds and i have proof and texts from driver telling me restaurant was close not one person has ask to see just that it my fault and that they get back to me and they understand why im angry or frustrated but they seem to not have anything to help for their mess up,1,Tay Reece,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
3/25/21 22:50,"Constant problems with this app. Not as many options available as other delivery apps for the same restaurants, frequent issues with orders, half of the delivery drivers won't ring the doorbell even when specifically asked to, and we've even gotten other people's orders before, requiring us to reorder and essentially pay around $10 for someone else's food since delivery fees aren't refunded.",1,Gwendolyn MacTiernan (KittKatt),Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
3/11/23 19:27,Stole money and refused to pay me back for food not delivered as well as multiple employees lying about there policies to protect themselves had to get multiple drivers fired as well,1,Aloha Jesus,Grubhub,Google Play,Payment / App Bugs,Payment / App Bugs,Payment / App Bugs
12/5/20 17:28,"I don't know what's wrong with grubhub but their GPS will never bring my food to my address. And then only like 1 in 10 orders are correct. It is more likely for our order to be messed up than it is to be delivered correctly. Is extremely annoying. I spent three hours waiting on food because the first restaurant we ordered from, we only got half our order. Tried a different place, never even got the food. Happens way too often. Had pb&j for dinner cuz I never got my food.",1,Joseph Thompson,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
11/13/22 17:46,"This app has gotten worse. Every time an order is placed it gives you the estimated delivery time and just around the time its supposed to be delivered they send you a notification saying your order is now delayed, so what was supposed to take 20 to 30 minutes is now taking over an hour, and the food is cold when delivered.",1,Dale Sanford,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
8/2/22 2:01,had trouble ordering n pressed help button it was not helpful at all,1,kim butler,Grubhub,Google Play,Others,Customer Support Experience,Customer Support Experience
5/3/20 0:12,Dumb. They say they can deliver everywhere which is a lie since they can't deliver to my address,1,Piper Fraser,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
9/21/23 19:53,"For the amount this company charges to deliver you think they would prioritize getting things correct. Orders are almost always incorrect or delivered way past the expected time, resulting in cold food.",1,Chris Cusenza,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
10/12/21 14:16,Even as a Grubhub+ member they charge service fees AND mark up menu items. So you will pay 12.5% in service fees and another 12-15% in markup of the menu pricing. It's kinda scammy.,1,Eric Ketcher,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
10/11/23 2:30,Fraud: someone in New York hacked my account!!!!! Scumbags!!! I will never use Grubhub again. Thank God my bank contacted me and told me. Grubhub is not safe from hackers!! Don't use it!!! Take other's food!,1,Kathy TrailerParkGirl35,Grubhub,Google Play,Order Accuracy,Order Accuracy,Order Accuracy
10/18/23 12:46,Yet another company that automatically subscribes you to their marketing mails when you sign up -> 1 star it is,1,Harry Franksma,Grubhub,Google Play,Others,Others,Others
1/21/21 19:29,Very poor. A lot of restaurants don't have their full menu. Including many of the popular chains,1,doug jones,Grubhub,Google Play,Others,Others,Others
7/30/20 4:33,The app is good the service is terrible every time we have ordered there has been a issue.,1,erica pannell,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
10/11/20 5:46,Shift map or GPS tracking and frustrated with the lack of ready ness of deliver,1,Ryan Bentz,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
10/26/21 3:16,Order is delayed literally every time.,1,Eeshan Gupta,Grubhub,Google Play,Delivery Issue,Delivery Issue,Delivery Issue
7/11/21 2:17,"why am I forced to pay a drivers tip before getting my order? idiotic.... logic says you pay a tip based off of service, not you pay for service and then you get what you get. I've had missing items on multiple occasions and they get a tip? what criminal came up with this scam...",1,Bryan H,Grubhub,Google Play,Price / Cost Complaint,Price / Cost Complaint,Price / Cost Complaint
6/29/21 20:43,The app is dumb and broken it will let you schedule but not let you start so it will mark you as abscent even tho you want to workuou,1,Pablo Garcia,Grubhub,Google Play,Payment / App Bugs,Others,Others
6/18/23 20:19,"Not sure if the app or their support is worse. Just eat the cash you'd spend. I've yet to have a good experience due to grubhubs horrible support. Delivery times double the second they have your money with no way to cancel. The drivers are usually apologetic as they hand you the ice cold, partially destroyed food bag off their floor. Or a pick up truck's bed once.",1,Donald Fink,Grubhub,Google Play,Customer Support Experience,Customer Support Experience,Customer Support Experience
2/14/21 19:39,"Driver insufficient GPS navigation, food always either cold or not made accurate..",1,jenniiBlue TQM,Grubhub,Google Play,Others,Order Accuracy,Order Accuracy
12/2/20 1:18,I can't figure out what I ordered,1,David Godby,Grubhub,Google Play,Others,Others,Others
2/26/23 22:55,This company can be really terrible. Some drivers are great and others don't bring the whole order or just flat out never pick up the food. Can't even cancel the order. So stupid. Wish you could leave a rating for the driver.,1,Kris N,Grubhub,Google Play,Order Accuracy,Delivery Issue,Delivery Issue
